scene_phase,scene_id,phase_index,phase_name,difficulty,rpx_ds,scene_tier,scene_score,image_preview_url,source_rgb_shard,source_depth_shard,source_mask_shard,caption
scene056.phase0,scene056,0,clutter,medium,0.520492,medium,0.474803,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene056_phase0.jpg,scenes/scene056/0/rgb.tar,scenes/scene056/0/depth.tar,scenes/scene056/0/labels/masks/v1.tar,"Video-layout preview still for scene056.phase0 (clutter, medium, RPX-DS 0.520)."
scene056.phase2,scene056,2,clean,medium,0.546833,medium,0.474803,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene056_phase2.jpg,scenes/scene056/2/rgb.tar,scenes/scene056/2/depth.tar,scenes/scene056/2/labels/masks/v1.tar,"Video-layout preview still for scene056.phase2 (clean, medium, RPX-DS 0.547)."
scene058.phase1,scene058,1,interaction,medium,0.541100,medium,0.509889,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene058_phase1.jpg,scenes/scene058/1/rgb.tar,scenes/scene058/1/depth.tar,scenes/scene058/1/labels/masks/v1.tar,"Video-layout preview still for scene058.phase1 (interaction, medium, RPX-DS 0.541)."
scene059.phase1,scene059,1,interaction,medium,0.464475,easy,0.427314,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene059_phase1.jpg,scenes/scene059/1/rgb.tar,scenes/scene059/1/depth.tar,scenes/scene059/1/labels/masks/v1.tar,"Video-layout preview still for scene059.phase1 (interaction, medium, RPX-DS 0.464)."
scene006.phase0,scene006,0,clutter,medium,0.548242,medium,0.489561,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene006_phase0.jpg,scenes/scene006/0/rgb.tar,scenes/scene006/0/depth.tar,scenes/scene006/0/labels/masks/v1.tar,"Video-layout preview still for scene006.phase0 (clutter, medium, RPX-DS 0.548)."
scene006.phase2,scene006,2,clean,medium,0.505392,medium,0.489561,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene006_phase2.jpg,scenes/scene006/2/rgb.tar,scenes/scene006/2/depth.tar,scenes/scene006/2/labels/masks/v1.tar,"Video-layout preview still for scene006.phase2 (clean, medium, RPX-DS 0.505)."
scene060.phase1,scene060,1,interaction,medium,0.465808,easy,0.418358,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene060_phase1.jpg,scenes/scene060/1/rgb.tar,scenes/scene060/1/depth.tar,scenes/scene060/1/labels/masks/v1.tar,"Video-layout preview still for scene060.phase1 (interaction, medium, RPX-DS 0.466)."
scene064.phase0,scene064,0,clutter,medium,0.471133,medium,0.472750,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene064_phase0.jpg,scenes/scene064/0/rgb.tar,scenes/scene064/0/depth.tar,scenes/scene064/0/labels/masks/v1.tar,"Video-layout preview still for scene064.phase0 (clutter, medium, RPX-DS 0.471)."
scene064.phase1,scene064,1,interaction,medium,0.471483,medium,0.472750,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene064_phase1.jpg,scenes/scene064/1/rgb.tar,scenes/scene064/1/depth.tar,scenes/scene064/1/labels/masks/v1.tar,"Video-layout preview still for scene064.phase1 (interaction, medium, RPX-DS 0.471)."
scene064.phase2,scene064,2,clean,medium,0.475633,medium,0.472750,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene064_phase2.jpg,scenes/scene064/2/rgb.tar,scenes/scene064/2/depth.tar,scenes/scene064/2/labels/masks/v1.tar,"Video-layout preview still for scene064.phase2 (clean, medium, RPX-DS 0.476)."
scene065.phase0,scene065,0,clutter,medium,0.500333,medium,0.491250,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene065_phase0.jpg,scenes/scene065/0/rgb.tar,scenes/scene065/0/depth.tar,scenes/scene065/0/labels/masks/v1.tar,"Video-layout preview still for scene065.phase0 (clutter, medium, RPX-DS 0.500)."
scene065.phase1,scene065,1,interaction,medium,0.500583,medium,0.491250,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene065_phase1.jpg,scenes/scene065/1/rgb.tar,scenes/scene065/1/depth.tar,scenes/scene065/1/labels/masks/v1.tar,"Video-layout preview still for scene065.phase1 (interaction, medium, RPX-DS 0.501)."
scene065.phase2,scene065,2,clean,medium,0.472833,medium,0.491250,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene065_phase2.jpg,scenes/scene065/2/rgb.tar,scenes/scene065/2/depth.tar,scenes/scene065/2/labels/masks/v1.tar,"Video-layout preview still for scene065.phase2 (clean, medium, RPX-DS 0.473)."
scene066.phase2,scene066,2,clean,medium,0.465033,easy,0.431617,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene066_phase2.jpg,scenes/scene066/2/rgb.tar,scenes/scene066/2/depth.tar,scenes/scene066/2/labels/masks/v1.tar,"Video-layout preview still for scene066.phase2 (clean, medium, RPX-DS 0.465)."
scene067.phase1,scene067,1,interaction,medium,0.516950,hard,0.553081,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene067_phase1.jpg,scenes/scene067/1/rgb.tar,scenes/scene067/1/depth.tar,scenes/scene067/1/labels/masks/v1.tar,"Video-layout preview still for scene067.phase1 (interaction, medium, RPX-DS 0.517)."
scene068.phase1,scene068,1,interaction,medium,0.443633,easy,0.424100,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene068_phase1.jpg,scenes/scene068/1/rgb.tar,scenes/scene068/1/depth.tar,scenes/scene068/1/labels/masks/v1.tar,"Video-layout preview still for scene068.phase1 (interaction, medium, RPX-DS 0.444)."
scene069.phase2,scene069,2,clean,medium,0.558833,medium,0.465783,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene069_phase2.jpg,scenes/scene069/2/rgb.tar,scenes/scene069/2/depth.tar,scenes/scene069/2/labels/masks/v1.tar,"Video-layout preview still for scene069.phase2 (clean, medium, RPX-DS 0.559)."
scene007.phase1,scene007,1,interaction,medium,0.533350,medium,0.518936,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene007_phase1.jpg,scenes/scene007/1/rgb.tar,scenes/scene007/1/depth.tar,scenes/scene007/1/labels/masks/v1.tar,"Video-layout preview still for scene007.phase1 (interaction, medium, RPX-DS 0.533)."
scene007.phase2,scene007,2,clean,medium,0.458933,medium,0.518936,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene007_phase2.jpg,scenes/scene007/2/rgb.tar,scenes/scene007/2/depth.tar,scenes/scene007/2/labels/masks/v1.tar,"Video-layout preview still for scene007.phase2 (clean, medium, RPX-DS 0.459)."
scene072.phase1,scene072,1,interaction,medium,0.504067,medium,0.481444,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene072_phase1.jpg,scenes/scene072/1/rgb.tar,scenes/scene072/1/depth.tar,scenes/scene072/1/labels/masks/v1.tar,"Video-layout preview still for scene072.phase1 (interaction, medium, RPX-DS 0.504)."
scene072.phase2,scene072,2,clean,medium,0.524683,medium,0.481444,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene072_phase2.jpg,scenes/scene072/2/rgb.tar,scenes/scene072/2/depth.tar,scenes/scene072/2/labels/masks/v1.tar,"Video-layout preview still for scene072.phase2 (clean, medium, RPX-DS 0.525)."
scene073.phase0,scene073,0,clutter,medium,0.456967,easy,0.460828,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene073_phase0.jpg,scenes/scene073/0/rgb.tar,scenes/scene073/0/depth.tar,scenes/scene073/0/labels/masks/v1.tar,"Video-layout preview still for scene073.phase0 (clutter, medium, RPX-DS 0.457)."
scene073.phase1,scene073,1,interaction,medium,0.494700,easy,0.460828,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene073_phase1.jpg,scenes/scene073/1/rgb.tar,scenes/scene073/1/depth.tar,scenes/scene073/1/labels/masks/v1.tar,"Video-layout preview still for scene073.phase1 (interaction, medium, RPX-DS 0.495)."
scene074.phase0,scene074,0,clutter,medium,0.458025,medium,0.494272,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene074_phase0.jpg,scenes/scene074/0/rgb.tar,scenes/scene074/0/depth.tar,scenes/scene074/0/labels/masks/v1.tar,"Video-layout preview still for scene074.phase0 (clutter, medium, RPX-DS 0.458)."
scene074.phase1,scene074,1,interaction,medium,0.546033,medium,0.494272,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene074_phase1.jpg,scenes/scene074/1/rgb.tar,scenes/scene074/1/depth.tar,scenes/scene074/1/labels/masks/v1.tar,"Video-layout preview still for scene074.phase1 (interaction, medium, RPX-DS 0.546)."
scene074.phase2,scene074,2,clean,medium,0.478758,medium,0.494272,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene074_phase2.jpg,scenes/scene074/2/rgb.tar,scenes/scene074/2/depth.tar,scenes/scene074/2/labels/masks/v1.tar,"Video-layout preview still for scene074.phase2 (clean, medium, RPX-DS 0.479)."
scene076.phase1,scene076,1,interaction,medium,0.453042,medium,0.528772,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene076_phase1.jpg,scenes/scene076/1/rgb.tar,scenes/scene076/1/depth.tar,scenes/scene076/1/labels/masks/v1.tar,"Video-layout preview still for scene076.phase1 (interaction, medium, RPX-DS 0.453)."
scene076.phase2,scene076,2,clean,medium,0.557192,medium,0.528772,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene076_phase2.jpg,scenes/scene076/2/rgb.tar,scenes/scene076/2/depth.tar,scenes/scene076/2/labels/masks/v1.tar,"Video-layout preview still for scene076.phase2 (clean, medium, RPX-DS 0.557)."
scene077.phase0,scene077,0,clutter,medium,0.513792,medium,0.461872,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene077_phase0.jpg,scenes/scene077/0/rgb.tar,scenes/scene077/0/depth.tar,scenes/scene077/0/labels/masks/v1.tar,"Video-layout preview still for scene077.phase0 (clutter, medium, RPX-DS 0.514)."
scene077.phase1,scene077,1,interaction,medium,0.445792,medium,0.461872,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene077_phase1.jpg,scenes/scene077/1/rgb.tar,scenes/scene077/1/depth.tar,scenes/scene077/1/labels/masks/v1.tar,"Video-layout preview still for scene077.phase1 (interaction, medium, RPX-DS 0.446)."
scene078.phase0,scene078,0,clutter,medium,0.532058,medium,0.491144,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene078_phase0.jpg,scenes/scene078/0/rgb.tar,scenes/scene078/0/depth.tar,scenes/scene078/0/labels/masks/v1.tar,"Video-layout preview still for scene078.phase0 (clutter, medium, RPX-DS 0.532)."
scene078.phase1,scene078,1,interaction,medium,0.473242,medium,0.491144,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene078_phase1.jpg,scenes/scene078/1/rgb.tar,scenes/scene078/1/depth.tar,scenes/scene078/1/labels/masks/v1.tar,"Video-layout preview still for scene078.phase1 (interaction, medium, RPX-DS 0.473)."
scene078.phase2,scene078,2,clean,medium,0.468133,medium,0.491144,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene078_phase2.jpg,scenes/scene078/2/rgb.tar,scenes/scene078/2/depth.tar,scenes/scene078/2/labels/masks/v1.tar,"Video-layout preview still for scene078.phase2 (clean, medium, RPX-DS 0.468)."
scene079.phase0,scene079,0,clutter,medium,0.516850,medium,0.523144,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene079_phase0.jpg,scenes/scene079/0/rgb.tar,scenes/scene079/0/depth.tar,scenes/scene079/0/labels/masks/v1.tar,"Video-layout preview still for scene079.phase0 (clutter, medium, RPX-DS 0.517)."
scene079.phase1,scene079,1,interaction,medium,0.487692,medium,0.523144,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene079_phase1.jpg,scenes/scene079/1/rgb.tar,scenes/scene079/1/depth.tar,scenes/scene079/1/labels/masks/v1.tar,"Video-layout preview still for scene079.phase1 (interaction, medium, RPX-DS 0.488)."
scene008.phase0,scene008,0,clutter,medium,0.539650,easy,0.432639,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene008_phase0.jpg,scenes/scene008/0/rgb.tar,scenes/scene008/0/depth.tar,scenes/scene008/0/labels/masks/v1.tar,"Video-layout preview still for scene008.phase0 (clutter, medium, RPX-DS 0.540)."
scene080.phase1,scene080,1,interaction,medium,0.531967,hard,0.566253,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene080_phase1.jpg,scenes/scene080/1/rgb.tar,scenes/scene080/1/depth.tar,scenes/scene080/1/labels/masks/v1.tar,"Video-layout preview still for scene080.phase1 (interaction, medium, RPX-DS 0.532)."
scene083.phase2,scene083,2,clean,medium,0.532142,hard,0.596653,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene083_phase2.jpg,scenes/scene083/2/rgb.tar,scenes/scene083/2/depth.tar,scenes/scene083/2/labels/masks/v1.tar,"Video-layout preview still for scene083.phase2 (clean, medium, RPX-DS 0.532)."
scene084.phase0,scene084,0,clutter,medium,0.504083,medium,0.527014,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene084_phase0.jpg,scenes/scene084/0/rgb.tar,scenes/scene084/0/depth.tar,scenes/scene084/0/labels/masks/v1.tar,"Video-layout preview still for scene084.phase0 (clutter, medium, RPX-DS 0.504)."
scene084.phase2,scene084,2,clean,medium,0.471033,medium,0.527014,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene084_phase2.jpg,scenes/scene084/2/rgb.tar,scenes/scene084/2/depth.tar,scenes/scene084/2/labels/masks/v1.tar,"Video-layout preview still for scene084.phase2 (clean, medium, RPX-DS 0.471)."
scene085.phase2,scene085,2,clean,medium,0.469433,hard,0.557739,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene085_phase2.jpg,scenes/scene085/2/rgb.tar,scenes/scene085/2/depth.tar,scenes/scene085/2/labels/masks/v1.tar,"Video-layout preview still for scene085.phase2 (clean, medium, RPX-DS 0.469)."
scene086.phase1,scene086,1,interaction,medium,0.500667,medium,0.500372,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene086_phase1.jpg,scenes/scene086/1/rgb.tar,scenes/scene086/1/depth.tar,scenes/scene086/1/labels/masks/v1.tar,"Video-layout preview still for scene086.phase1 (interaction, medium, RPX-DS 0.501)."
scene089.phase0,scene089,0,clutter,medium,0.496517,medium,0.528594,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene089_phase0.jpg,scenes/scene089/0/rgb.tar,scenes/scene089/0/depth.tar,scenes/scene089/0/labels/masks/v1.tar,"Video-layout preview still for scene089.phase0 (clutter, medium, RPX-DS 0.497)."
scene089.phase2,scene089,2,clean,medium,0.487183,medium,0.528594,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene089_phase2.jpg,scenes/scene089/2/rgb.tar,scenes/scene089/2/depth.tar,scenes/scene089/2/labels/masks/v1.tar,"Video-layout preview still for scene089.phase2 (clean, medium, RPX-DS 0.487)."
scene009.phase1,scene009,1,interaction,medium,0.530758,medium,0.529517,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene009_phase1.jpg,scenes/scene009/1/rgb.tar,scenes/scene009/1/depth.tar,scenes/scene009/1/labels/masks/v1.tar,"Video-layout preview still for scene009.phase1 (interaction, medium, RPX-DS 0.531)."
scene090.phase0,scene090,0,clutter,medium,0.552208,medium,0.464608,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene090_phase0.jpg,scenes/scene090/0/rgb.tar,scenes/scene090/0/depth.tar,scenes/scene090/0/labels/masks/v1.tar,"Video-layout preview still for scene090.phase0 (clutter, medium, RPX-DS 0.552)."
scene092.phase2,scene092,2,clean,medium,0.459233,easy,0.406911,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene092_phase2.jpg,scenes/scene092/2/rgb.tar,scenes/scene092/2/depth.tar,scenes/scene092/2/labels/masks/v1.tar,"Video-layout preview still for scene092.phase2 (clean, medium, RPX-DS 0.459)."
scene094.phase0,scene094,0,clutter,medium,0.510192,easy,0.450914,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene094_phase0.jpg,scenes/scene094/0/rgb.tar,scenes/scene094/0/depth.tar,scenes/scene094/0/labels/masks/v1.tar,"Video-layout preview still for scene094.phase0 (clutter, medium, RPX-DS 0.510)."
scene097.phase0,scene097,0,clutter,medium,0.537150,medium,0.485528,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene097_phase0.jpg,scenes/scene097/0/rgb.tar,scenes/scene097/0/depth.tar,scenes/scene097/0/labels/masks/v1.tar,"Video-layout preview still for scene097.phase0 (clutter, medium, RPX-DS 0.537)."
scene097.phase1,scene097,1,interaction,medium,0.504300,medium,0.485528,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene097_phase1.jpg,scenes/scene097/1/rgb.tar,scenes/scene097/1/depth.tar,scenes/scene097/1/labels/masks/v1.tar,"Video-layout preview still for scene097.phase1 (interaction, medium, RPX-DS 0.504)."
scene098.phase1,scene098,1,interaction,medium,0.513983,hard,0.544067,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene098_phase1.jpg,scenes/scene098/1/rgb.tar,scenes/scene098/1/depth.tar,scenes/scene098/1/labels/masks/v1.tar,"Video-layout preview still for scene098.phase1 (interaction, medium, RPX-DS 0.514)."
scene098.phase2,scene098,2,clean,medium,0.528883,hard,0.544067,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene098_phase2.jpg,scenes/scene098/2/rgb.tar,scenes/scene098/2/depth.tar,scenes/scene098/2/labels/masks/v1.tar,"Video-layout preview still for scene098.phase2 (clean, medium, RPX-DS 0.529)."
scene099.phase0,scene099,0,clutter,medium,0.544800,medium,0.528356,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene099_phase0.jpg,scenes/scene099/0/rgb.tar,scenes/scene099/0/depth.tar,scenes/scene099/0/labels/masks/v1.tar,"Video-layout preview still for scene099.phase0 (clutter, medium, RPX-DS 0.545)."
scene099.phase1,scene099,1,interaction,medium,0.504550,medium,0.528356,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene099_phase1.jpg,scenes/scene099/1/rgb.tar,scenes/scene099/1/depth.tar,scenes/scene099/1/labels/masks/v1.tar,"Video-layout preview still for scene099.phase1 (interaction, medium, RPX-DS 0.505)."
scene099.phase2,scene099,2,clean,medium,0.535717,medium,0.528356,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene099_phase2.jpg,scenes/scene099/2/rgb.tar,scenes/scene099/2/depth.tar,scenes/scene099/2/labels/masks/v1.tar,"Video-layout preview still for scene099.phase2 (clean, medium, RPX-DS 0.536)."
scene001.phase0,scene001,0,clutter,hard,0.678108,hard,0.631903,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene001_phase0.jpg,scenes/scene001/0/rgb.tar,scenes/scene001/0/depth.tar,scenes/scene001/0/labels/masks/v1.tar,"Video-layout preview still for scene001.phase0 (clutter, hard, RPX-DS 0.678)."
scene001.phase1,scene001,1,interaction,hard,0.625650,hard,0.631903,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene001_phase1.jpg,scenes/scene001/1/rgb.tar,scenes/scene001/1/depth.tar,scenes/scene001/1/labels/masks/v1.tar,"Video-layout preview still for scene001.phase1 (interaction, hard, RPX-DS 0.626)."
scene001.phase2,scene001,2,clean,hard,0.591950,hard,0.631903,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene001_phase2.jpg,scenes/scene001/2/rgb.tar,scenes/scene001/2/depth.tar,scenes/scene001/2/labels/masks/v1.tar,"Video-layout preview still for scene001.phase2 (clean, hard, RPX-DS 0.592)."
scene010.phase0,scene010,0,clutter,hard,0.594442,hard,0.530692,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene010_phase0.jpg,scenes/scene010/0/rgb.tar,scenes/scene010/0/depth.tar,scenes/scene010/0/labels/masks/v1.tar,"Video-layout preview still for scene010.phase0 (clutter, hard, RPX-DS 0.594)."
scene010.phase1,scene010,1,interaction,hard,0.576300,hard,0.530692,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene010_phase1.jpg,scenes/scene010/1/rgb.tar,scenes/scene010/1/depth.tar,scenes/scene010/1/labels/masks/v1.tar,"Video-layout preview still for scene010.phase1 (interaction, hard, RPX-DS 0.576)."
scene012.phase0,scene012,0,clutter,hard,0.635758,easy,0.422708,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene012_phase0.jpg,scenes/scene012/0/rgb.tar,scenes/scene012/0/depth.tar,scenes/scene012/0/labels/masks/v1.tar,"Video-layout preview still for scene012.phase0 (clutter, hard, RPX-DS 0.636)."
scene014.phase0,scene014,0,clutter,hard,0.601375,medium,0.503586,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene014_phase0.jpg,scenes/scene014/0/rgb.tar,scenes/scene014/0/depth.tar,scenes/scene014/0/labels/masks/v1.tar,"Video-layout preview still for scene014.phase0 (clutter, hard, RPX-DS 0.601)."
scene016.phase0,scene016,0,clutter,hard,0.595858,hard,0.542942,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene016_phase0.jpg,scenes/scene016/0/rgb.tar,scenes/scene016/0/depth.tar,scenes/scene016/0/labels/masks/v1.tar,"Video-layout preview still for scene016.phase0 (clutter, hard, RPX-DS 0.596)."
scene016.phase1,scene016,1,interaction,hard,0.592733,hard,0.542942,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene016_phase1.jpg,scenes/scene016/1/rgb.tar,scenes/scene016/1/depth.tar,scenes/scene016/1/labels/masks/v1.tar,"Video-layout preview still for scene016.phase1 (interaction, hard, RPX-DS 0.593)."
scene017.phase0,scene017,0,clutter,hard,0.599033,medium,0.529922,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene017_phase0.jpg,scenes/scene017/0/rgb.tar,scenes/scene017/0/depth.tar,scenes/scene017/0/labels/masks/v1.tar,"Video-layout preview still for scene017.phase0 (clutter, hard, RPX-DS 0.599)."
scene017.phase2,scene017,2,clean,hard,0.611800,medium,0.529922,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene017_phase2.jpg,scenes/scene017/2/rgb.tar,scenes/scene017/2/depth.tar,scenes/scene017/2/labels/masks/v1.tar,"Video-layout preview still for scene017.phase2 (clean, hard, RPX-DS 0.612)."
scene018.phase0,scene018,0,clutter,hard,0.584900,hard,0.626331,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene018_phase0.jpg,scenes/scene018/0/rgb.tar,scenes/scene018/0/depth.tar,scenes/scene018/0/labels/masks/v1.tar,"Video-layout preview still for scene018.phase0 (clutter, hard, RPX-DS 0.585)."
scene018.phase1,scene018,1,interaction,hard,0.639817,hard,0.626331,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene018_phase1.jpg,scenes/scene018/1/rgb.tar,scenes/scene018/1/depth.tar,scenes/scene018/1/labels/masks/v1.tar,"Video-layout preview still for scene018.phase1 (interaction, hard, RPX-DS 0.640)."
scene018.phase2,scene018,2,clean,hard,0.654275,hard,0.626331,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene018_phase2.jpg,scenes/scene018/2/rgb.tar,scenes/scene018/2/depth.tar,scenes/scene018/2/labels/masks/v1.tar,"Video-layout preview still for scene018.phase2 (clean, hard, RPX-DS 0.654)."
scene019.phase1,scene019,1,interaction,hard,0.589583,hard,0.557081,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene019_phase1.jpg,scenes/scene019/1/rgb.tar,scenes/scene019/1/depth.tar,scenes/scene019/1/labels/masks/v1.tar,"Video-layout preview still for scene019.phase1 (interaction, hard, RPX-DS 0.590)."
scene019.phase2,scene019,2,clean,hard,0.647475,hard,0.557081,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene019_phase2.jpg,scenes/scene019/2/rgb.tar,scenes/scene019/2/depth.tar,scenes/scene019/2/labels/masks/v1.tar,"Video-layout preview still for scene019.phase2 (clean, hard, RPX-DS 0.647)."
scene002.phase0,scene002,0,clutter,hard,0.658608,hard,0.627503,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene002_phase0.jpg,scenes/scene002/0/rgb.tar,scenes/scene002/0/depth.tar,scenes/scene002/0/labels/masks/v1.tar,"Video-layout preview still for scene002.phase0 (clutter, hard, RPX-DS 0.659)."
scene002.phase1,scene002,1,interaction,hard,0.637683,hard,0.627503,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_hard_scene002_phase1.jpg,scenes/scene002/1/rgb.tar,scenes/scene002/1/depth.tar,scenes/scene002/1/labels/masks/v1.tar,"Video-layout preview still for scene002.phase1 (interaction, hard, RPX-DS 0.638)."
